Laser Power [W],Scanning Speed [mm/s],Layer Thickness [um],Spot Size [um],Porosity [%],Max Melt Pool Width [um]
195.0,900.0,30.0,100,50.0,136.4431255
150.0,0.0,30.0,100,39.0,365.44
200.0,535.0,30.0,100,0.0,116.6
214.0,300.0,30.0,100,50.0,89.72
195.0,910.0,60.0,100,50.0,81.38852375
200.0,1200.0,118.56567,105,40.5,122.0
195.0,750.0,120.0,105,0.0,141.2
148.2,300.0,60.0,105,39.0,140.7974915
150.0,750.0,30.0,100,50.0,75.0
50.0,900.0,100.9480091,105,39.0,49.4
250.0,1200.0,30.0,105,40.91,46.85
200.0,750.0,30.0,100,39.0,161.2410367
242.0,200.0,30.0,100,50.0,262.8748567
200.0,1161.38,30.0,105,39.0,75.0
50.0,400.0,30.0,100,50.0,167.5361515
243.0,540.0,60.0,100,50.0,92.94
242.0,1013.1,30.0,95,39.0,140.9682792
195.0,1200.0,30.0,100,50.0,57.14
100.0,900.0,70.0,105,39.0,116.6
195.0,900.0,30.0,100,50.0,87.42
150.0,1000.0,30.0,100,50.0,142.4
239.0,825.0,30.0,105,40.5,262.8748567
221.0,900.0,30.0,105,50.0,137.3763648
100.0,100.0,30.0,105,0.0,46.35
221.0,200.0,120.0,100,50.0,300.0
50.0,980.0,60.0,80,39.0,103.6
150.0,750.0,30.0,100,50.0,120.115
195.0,1000.0,30.0,100,50.0,74.775
212.0,665.0,118.56567,100,39.0,72.675
350.0,100.0,118.56567,100,50.0,79.14
206.0,555.0,30.0,58,40.5,137.8429618
156.0,2000.0,30.0,58,0.0,209.7634967
195.0,1000.0,30.0,100,39.0,221.475
100.0,1200.0,30.0,100,50.0,137.8429618
195.0,1110.0,60.0,100,50.0,136.0
216.0,1065.0,60.0,100,40.91,412.75
195.0,1150.0,30.0,100,39.0,135.6
50.0,1150.0,30.0,100,50.0,118.4946127
252.0,1050.0,30.0,100,50.0,125.0
240.0,600.0,30.0,105,50.0,59.18
200.0,3200.0,30.0,105,0.0,109.92572
150.0,580.0,30.0,100,39.0,221.475
200.0,800.0,70.0,100,50.0,108.816235
251.0,1000.0,70.0,100,50.0,151.08
200.0,800.0,30.0,100,0.0,140.5206429
50.0,1130.0,30.0,100,50.0,92.704
195.0,1050.0,30.0,105,39.0,112.5
200.0,995.0,30.0,95,50.0,133.1
100.0,1000.0,30.0,100,50.0,118.4946127
208.0,800.0,30.0,80,50.0,365.44
195.0,525.0,30.0,105,0.0,210.0
91.0,1085.0,30.0,140,50.0,94.78
50.0,815.0,30.0,105,50.0,138.3074839
100.0,975.0,60.0,100,50.0,289.08
254.0,600.0,30.0,95,39.0,117.4
100.0,990.0,30.0,100,50.0,125.4
400.0,800.0,60.0,100,40.91,137.5480842
226.0,1703.15,30.0,105,40.5,110.0
200.0,700.0,30.0,100,50.0,180.0
312.0,950.0,148.1196,140,0.0,170.0
225.0,1100.0,30.0,105,40.5,137.5456418
50.0,590.0,30.0,100,50.0,160.0
350.0,300.0,30.0,100,50.0,110.0
100.0,1100.0,30.0,95,0.0,74.625
195.0,770.0,250.0,95,0.0,209.7634967
200.0,900.0,60.0,100,57.6,221.475
400.0,1065.0,118.56567,140,0.0,56.12
150.0,1000.0,30.0,95,50.0,216.81
195.0,815.0,30.0,80,39.0,108.8
148.2,755.0,30.0,95,40.91,178.92
117.0,750.0,30.0,100,50.0,134.5729437
400.0,100.0,148.1196,105,39.0,221.475
100.0,805.0,30.0,100,50.0,92.88
150.0,200.0,30.0,100,50.0,112.5
208.0,800.0,70.0,95,0.0,186.8
257.0,1150.0,60.0,100,50.0,51.36
200.0,665.5,70.0,58,40.5,45.9
91.1,740.0,30.0,100,39.0,133.755
175.0,575.0,30.0,100,0.0,72.075
200.0,1100.0,215.0,95,50.0,122.8
50.0,965.0,30.0,100,0.0,167.0386133
50.0,975.0,30.0,105,39.0,112.5
150.0,900.0,30.0,58,50.0,133.755
312.0,1145.0,30.0,100,50.0,114.8
50.0,900.0,30.0,100,39.0,72.075
230.0,600.0,30.0,105,39.0,61.22
50.0,750.0,30.0,100,50.0,114.2
239.0,1115.0,120.0,95,50.0,45.35
254.0,1110.0,250.0,105,57.6,109.8
150.0,900.0,30.0,80,0.0,150.46
100.0,700.0,250.0,100,39.0,47.24
200.0,560.0,120.0,100,50.0,137.0573142
195.0,1190.0,60.0,100,55.0,262.8748567
208.0,800.0,30.0,100,39.0,331.915
200.0,620.0,30.0,100,50.0,149.22
247.0,990.0,30.0,105,50.0,138.4
100.0,700.0,60.0,100,39.0,95.24
164.0,985.0,148.1196,140,50.0,135.7640178
50.0,1160.0,30.0,100,50.0,92.704
195.0,750.0,60.0,100,39.0,75.0
223.0,1060.0,250.0,95,39.0,216.81
300.0,700.0,30.0,100,50.0,139.3748388
91.1,750.0,30.0,100,50.0,92.704
195.0,900.0,30.0,100,50.0,75.0
100.0,1100.0,70.0,140,39.0,110.0
206.0,985.0,250.0,80,57.6,137.44
50.0,1155.0,30.0,105,39.0,210.0
215.0,700.0,60.0,105,50.0,134.6
100.0,900.0,30.0,100,50.0,164.84
208.0,880.0,30.0,105,50.0,94.42
364.0,800.0,100.9480091,58,50.0,54.76
257.0,595.0,30.0,58,50.0,169.96
210.0,580.0,30.0,105,50.0,72.075
195.0,950.0,30.0,100,39.0,110.1
150.0,1050.0,60.0,105,39.0,49.1
248.0,1000.0,30.0,100,50.0,45.85
256.0,1100.0,30.0,80,39.0,111.5
195.0,580.0,215.0,100,50.0,157.9
208.0,950.0,30.0,105,50.0,190.44
100.0,750.0,70.0,100,50.0,98.0
195.0,655.0,30.0,58,0.0,111.6
250.0,625.0,30.0,80,0.0,46.1
255.0,800.0,30.0,58,0.0,114.125
416.0,970.0,30.0,105,39.0,133.72
195.0,700.0,30.0,105,50.0,216.81
211.0,950.0,250.0,105,39.0,137.3348205
148.2,400.0,60.0,140,0.0,105.2
240.0,955.0,215.0,105,39.0,179.56
416.0,910.0,30.0,100,39.0,137.8429618
200.0,520.0,30.0,105,50.0,48.92
100.0,750.0,60.0,100,0.0,92.88
156.0,720.0,30.0,95,39.0,137.5116232
240.0,750.0,60.0,100,50.0,268.5
50.0,1075.0,30.0,105,39.0,160.38
195.0,800.0,30.0,95,39.0,92.38
195.0,615.0,30.0,105,39.0,151.08
179.0,885.0,30.0,105,50.0,73.35
100.0,1130.0,30.0,105,55.0,141.5113267
164.0,735.0,250.0,105,50.0,150.0
50.0,1000.0,30.0,58,50.0,157.21
194.0,900.0,30.0,100,40.91,127.8
50.0,950.0,148.1196,105,57.6,74.325
100.0,700.0,30.0,100,50.0,138.1698345
179.0,780.0,30.0,105,39.0,136.5813858
260.0,750.0,30.0,140,40.91,46.3
240.0,1703.15,30.0,100,39.0,45.7
164.0,800.0,30.0,100,0.0,137.6296015
200.0,1000.0,30.0,100,57.6,138.68
297.0,3200.0,120.0,95,40.91,84.66
195.0,930.0,120.0,100,50.0,61.22
256.0,505.0,30.0,95,39.0,365.44
91.1,665.0,215.0,105,39.0,178.92
150.0,950.0,215.0,105,50.0,159.76
175.0,665.5,30.0,100,39.0,137.0733694
212.0,400.0,30.0,105,0.0,331.915
242.0,535.0,60.0,58,50.0,111.325
238.0,0.0,30.0,100,50.0,139.0480712
100.0,1000.0,60.0,100,40.5,110.4
150.0,100.0,30.0,105,40.91,48.86
75.0,750.0,250.0,100,39.0,161.2410367
50.0,1150.0,70.0,105,50.0,94.42
50.0,1200.0,215.0,100,39.0,74.1
233.0,600.0,30.0,105,50.0,92.88
235.0,100.0,118.56567,105,57.6,113.25
221.0,1000.0,60.0,100,50.0,141.5143569
117.0,540.0,30.0,100,39.0,75.92
150.0,1161.38,30.0,100,50.0,221.475
156.0,565.0,60.0,100,50.0,121.08
150.0,800.0,30.0,100,50.0,262.8748567
195.0,1100.0,60.0,100,0.0,92.88
214.0,1125.0,133.5213867,58,0.0,216.81
200.0,1155.0,70.0,80,0.0,118.4946127
210.0,900.0,30.0,100,50.0,221.475
248.0,200.0,30.0,95,0.0,412.75
233.0,765.0,118.56567,95,57.6,74.475
208.0,775.0,133.5213867,100,39.0,138.9593942
222.0,880.0,30.0,140,39.0,119.4
208.0,800.0,70.0,58,50.0,163.56
150.0,800.0,30.0,100,40.91,87.42
240.0,850.0,60.0,100,50.0,209.7634967
211.0,300.0,120.0,100,50.0,72.45
150.0,690.0,30.0,100,40.91,225.0
195.0,585.0,60.0,105,0.0,75.46
100.0,530.0,30.0,100,39.0,48.38
100.0,660.0,60.0,100,40.91,181.7097233
233.0,935.0,60.0,105,40.5,209.7634967
50.0,0.0,30.0,105,50.0,110.0
223.0,615.0,100.9480091,100,39.0,109.92572
200.0,750.0,250.0,100,50.0,166.76
256.0,500.0,60.0,105,0.0,331.915
416.0,1200.0,30.0,100,39.0,161.2410367
100.0,100.0,70.0,100,50.0,184.04
50.0,1010.0,60.0,95,39.0,390.0
208.0,600.0,120.0,100,50.0,127.4
235.0,655.0,118.56567,100,0.0,202.24
241.0,1100.0,30.0,100,50.0,412.75
50.0,950.0,30.0,105,50.0,81.38852375
175.0,750.0,30.0,100,50.0,120.115
75.0,100.0,30.0,100,0.0,286.62154
202.0,1000.0,250.0,105,39.0,144.4
194.0,1045.0,148.1196,105,39.0,126.4
300.0,670.0,250.0,105,39.0,117.2
200.0,800.0,30.0,100,50.0,221.475
50.0,900.0,30.0,100,50.0,137.8512048
195.0,720.0,120.0,100,50.0,141.5113267
211.0,625.0,60.0,105,39.0,331.915
175.0,400.0,30.0,105,50.0,157.21
242.0,850.0,250.0,140,55.0,121.08
100.0,100.0,30.0,100,0.0,150.0
239.0,800.0,30.0,80,50.0,120.0
91.0,1100.0,60.0,100,50.0,150.46
200.0,575.0,30.0,105,39.0,48.5
400.0,100.0,70.0,100,50.0,151.08
195.0,1095.0,60.0,100,39.0,115.0
248.0,800.0,120.0,105,50.0,157.21
50.0,300.0,60.0,105,39.0,47.24
50.0,1000.0,70.0,105,40.5,83.74
300.0,500.0,30.0,95,50.0,139.4457629
200.0,912.44,30.0,100,0.0,130.62
200.0,695.0,60.0,80,39.0,73.35
239.0,660.0,60.0,140,50.0,139.4197894
247.0,600.0,30.0,100,39.0,74.85
50.0,800.0,30.0,100,50.0,74.475
150.0,665.5,60.0,105,0.0,262.8748567
156.0,1050.0,100.9480091,95,50.0,126.6
200.0,1703.15,100.9480091,95,0.0,72.225
200.0,1100.0,30.0,100,50.0,94.42
150.0,700.0,30.0,100,0.0,161.2410367
50.0,100.0,30.0,105,50.0,375.0
100.0,920.0,60.0,100,50.0,137.0
350.0,1200.0,60.0,105,40.5,160.0
364.0,1145.0,30.0,95,0.0,149.8
248.0,700.0,60.0,105,50.0,45.25
257.0,100.0,60.0,105,39.0,128.0
100.0,1200.0,60.0,100,39.0,117.8
50.0,912.44,30.0,100,50.0,105.2
350.0,735.0,30.0,105,50.0,125.0
179.0,912.44,30.0,100,0.0,137.1517713
75.0,750.0,30.0,100,0.0,141.5113267
208.0,1150.0,30.0,100,39.0,167.0386133
125.0,665.5,70.0,95,50.0,125.8
195.0,1000.0,70.0,100,57.6,112.4
100.0,1500.0,60.0,100,40.91,45.05
91.1,795.0,30.0,80,50.0,209.7634967
50.0,1085.0,30.0,80,39.0,161.2410367
195.0,300.0,30.0,100,50.0,139.6749438
50.0,2000.0,30.0,105,50.0,98.8
200.0,1161.38,120.0,105,50.0,110.975
195.0,810.0,30.0,100,39.0,140.0
195.0,1100.0,30.0,105,50.0,62.58
150.0,1170.0,30.0,100,50.0,275.0
195.0,1500.0,30.0,100,39.0,121.08
200.0,690.0,30.0,100,50.0,50.0
100.0,590.0,70.0,105,39.0,139.2047937
179.0,1160.0,70.0,100,50.0,87.88
150.0,300.0,60.0,105,40.5,161.2410367
195.0,950.0,70.0,100,57.6,146.74
312.0,830.0,30.0,100,50.0,225.0
195.0,600.0,30.0,105,50.0,181.7097233
91.1,965.0,133.5213867,58,50.0,136.7042362
416.0,570.0,30.0,80,50.0,221.475
300.0,750.0,30.0,95,50.0,130.2
219.0,1000.0,120.0,58,40.91,300.0
195.0,1000.0,30.0,100,40.5,221.475
148.2,1185.0,30.0,140,0.0,135.7594062
179.0,860.0,30.0,100,50.0,154.18
400.0,950.0,60.0,100,39.0,160.0
400.0,900.0,30.0,100,40.5,189.16
150.0,1500.0,30.0,100,50.0,365.44
230.0,1045.0,30.0,105,50.0,140.54
50.0,665.5,70.0,105,0.0,138.3365143
91.0,885.0,30.0,105,39.0,138.9593942
100.0,1161.38,215.0,100,50.0,114.475
195.0,200.0,30.0,100,50.0,126.6
150.0,520.0,30.0,100,50.0,160.0
100.0,100.0,30.0,100,50.0,139.4
100.0,975.0,30.0,80,50.0,140.5206429
200.0,800.0,30.0,100,50.0,102.0
50.0,100.0,30.0,100,40.5,300.0
179.0,1100.0,30.0,105,50.0,141.3426199
195.0,930.0,30.0,100,50.0,133.1
200.0,1130.0,30.0,58,50.0,141.5113267
195.0,1145.0,30.0,105,50.0,156.66
260.0,750.0,70.0,100,50.0,139.996383
210.0,750.0,70.0,100,0.0,137.8512048
195.0,950.0,30.0,100,40.5,157.21
50.0,1000.0,60.0,100,50.0,151.7
195.0,900.0,30.0,100,50.0,221.475
208.0,600.0,30.0,100,39.0,141.5113267
50.0,800.0,30.0,58,50.0,49.58
100.0,540.0,30.0,100,50.0,142.0
150.0,770.0,30.0,95,50.0,112.5
175.0,100.0,30.0,105,40.5,127.0
100.0,1150.0,30.0,100,50.0,147.98
100.0,1055.0,70.0,100,50.0,47.72
100.0,2000.0,30.0,105,0.0,112.5
208.0,1180.0,60.0,105,55.0,78.83680952
242.0,715.0,30.0,80,39.0,49.4
150.0,1050.0,30.0,100,0.0,72.825
416.0,600.0,30.0,100,50.0,331.915
350.0,550.0,60.0,100,50.0,115.6
208.0,1075.0,30.0,80,39.0,74.475
50.0,750.0,30.0,100,39.0,108.816235
50.0,1150.0,60.0,105,40.5,150.0
100.0,950.0,30.0,100,50.0,140.0
117.0,535.0,30.0,58,50.0,118.4946127
202.0,900.0,30.0,100,50.0,157.9
150.0,590.0,30.0,100,50.0,170.536162
416.0,615.0,250.0,95,50.0,129.6
156.0,700.0,30.0,105,57.6,137.6491598
400.0,1075.0,60.0,95,39.0,138.0
241.0,535.0,70.0,100,39.0,123.0
520.0,1145.0,120.0,105,57.6,167.0386133
150.0,600.0,30.0,105,50.0,112.5
195.0,300.0,30.0,100,50.0,415.5406433
416.0,670.0,30.0,100,50.0,142.4
100.0,1000.0,30.0,100,39.0,157.21
221.0,100.0,120.0,105,50.0,110.275
150.0,950.0,30.0,105,50.0,262.8748567
50.0,1161.38,30.0,105,40.5,87.42
50.0,100.0,60.0,100,39.0,160.0
227.0,515.0,100.9480091,95,50.0,120.0
150.0,865.0,30.0,100,50.0,142.4
150.0,645.0,30.0,105,40.5,109.575
100.0,965.0,30.0,95,50.0,143.0
150.0,655.0,215.0,95,50.0,73.275
100.0,750.0,30.0,100,50.0,331.915
195.0,2800.0,30.0,100,39.0,262.8748567
237.0,560.0,60.0,80,39.0,72.45
257.0,1075.0,30.0,100,39.0,134.34
195.0,1000.0,30.0,105,39.0,111.85
400.0,555.0,70.0,100,50.0,262.8748567
195.0,750.0,30.0,100,50.0,289.08
208.0,1180.0,60.0,100,40.5,151.08
150.0,950.0,60.0,100,50.0,65.64
91.1,1060.0,30.0,105,50.0,306.6
400.0,200.0,70.0,100,40.91,122.0
256.0,1125.0,30.0,105,0.0,117.2
222.0,575.0,215.0,100,0.0,141.5113267
200.0,600.0,30.0,100,50.0,415.5406433
195.0,800.0,30.0,100,50.0,109.92572
50.0,1000.0,30.0,100,50.0,94.42
416.0,900.0,30.0,105,50.0,141.5113267
205.0,100.0,30.0,100,50.0,92.88
400.0,935.0,30.0,100,40.5,144.26
50.0,800.0,30.0,80,39.0,81.38852375
203.0,100.0,30.0,100,39.0,262.8748567
195.0,765.0,30.0,80,39.0,168.9445907
195.0,1000.0,30.0,105,39.0,139.8
238.0,835.0,60.0,100,55.0,72.6
100.0,950.0,30.0,100,50.0,73.725
91.1,100.0,30.0,105,50.0,52.04
100.0,1000.0,30.0,100,50.0,120.115
164.0,1160.0,30.0,95,40.5,365.44
150.0,900.0,30.0,100,40.5,133.755
91.1,845.0,30.0,105,0.0,180.84
251.0,1050.0,30.0,58,40.5,49.58
229.0,860.0,100.9480091,95,40.91,178.28
150.0,600.0,30.0,100,39.0,124.2
50.0,775.0,100.9480091,100,57.6,137.7561586
100.0,845.0,60.0,95,0.0,108.816235
50.0,1703.15,30.0,105,40.5,109.92572
50.0,990.0,120.0,105,50.0,46.45
209.0,1150.0,30.0,100,50.0,141.6
200.0,200.0,30.0,95,40.91,128.6
50.0,1185.0,30.0,105,40.5,118.4946127
240.0,500.0,120.0,140,50.0,136.2
100.0,1000.0,60.0,100,39.0,145.0
50.0,975.0,30.0,100,39.0,157.21
150.0,1100.0,30.0,100,50.0,78.83680952
150.0,660.0,60.0,105,0.0,127.2
312.0,1013.1,30.0,95,50.0,127.4
206.0,595.0,70.0,95,57.6,48.2
179.0,1100.0,30.0,100,50.0,49.94
416.0,1200.0,60.0,105,39.0,87.42
175.0,1703.15,30.0,105,50.0,138.6133361
209.0,1500.0,30.0,100,50.0,49.34
50.0,870.0,30.0,58,40.91,55.44
200.0,1000.0,30.0,100,39.0,415.5406433
100.0,1000.0,30.0,95,40.5,181.7097233
179.0,1090.0,30.0,100,40.5,136.8576649
194.0,1105.0,30.0,100,50.0,130.0
150.0,1100.0,30.0,100,39.0,241.87
200.0,100.0,100.9480091,105,40.91,126.0
297.0,3200.0,30.0,58,0.0,73.125
258.0,1161.38,60.0,80,39.0,134.5974426
50.0,1100.0,30.0,105,50.0,63.6
221.0,675.0,30.0,95,40.91,377.0
50.0,700.0,70.0,100,0.0,180.84
215.0,1150.0,70.0,105,39.0,47.6
200.0,800.0,60.0,105,55.0,134.5974426
260.0,1500.0,133.5213867,105,39.0,331.915
175.0,1050.0,30.0,100,0.0,139.4
