Tool Rotational Speed (RPM),Translational Speed (mm/min),Axial Force (KN),Ultimate Tensile Trength (MPa)
1093.3362323025933,93.32144414781283,4.402130873834627,146.3297619880727
1623.478014404102,46.9101206540845,2.9266884609668766,144.5771096557699
985.0052499514857,34.059654894412105,3.1066239503478172,149.62886342636384
1774.2969055569185,46.40593242091555,1.516946643971155,151.1856151827924
1634.3649043518228,47.644584606281356,2.5188660767665607,238.53903928242548
2001.9647213901494,53.43308359338696,0.9645558568212742,224.70592991357552
894.0649377763418,38.514537840436816,1.8104726953265962,194.78830047786911
1778.3034060243929,102.81407392445566,3.5332557899940165,194.48840375644988
1863.191271190661,85.95260948232884,0.7389616555377843,75.44639113176025
1535.1226089734128,52.172346493961626,1.3664320872048767,238.01857462457798
1216.1931803153172,62.57628704257438,8.347279879335655,19.003646169288345
1616.9178075794819,51.43386415102391,0.9178205952659022,102.38266260849787
1486.7121660646355,59.279092082078776,3.014448278262602,178.6201216729837
1259.9491530549913,17.778272348709756,4.036679981947472,228.0684386094294
1030.9249998130792,85.44999431513688,-0.4238990562779428,198.88118633878722
847.204391324006,61.03404727858838,6.355567893626498,31.335865238987026
1784.7220051562367,77.77531721584754,6.2135307483044855,141.45739949347274
756.0296366817796,53.1276424674047,7.076100266336993,173.50362857423772
1837.4651876727762,60.235269355832166,4.637885350400284,140.6108685383644
1801.3699170843347,89.54311304346717,8.287422535178479,169.80585486085894
975.9843222525535,66.55063043316736,4.587522976351533,92.74402104798098
1835.6714934504673,34.106907654025875,4.107631143398614,143.59711272945344
1494.812544378357,53.45321767888697,5.917089639301979,210.75728766753147
1496.7261177069963,61.002038731277125,4.415419469148959,149.50677865969712
1163.6964322689414,25.662943211290766,6.526128669905951,130.70133682541118
1239.8366973851187,91.8323850486482,7.965055490573967,272.8924978561538
1069.2612414518746,77.53319395829902,1.6506823958449552,154.67833463242994
1417.773956572838,95.59745473774801,3.3451912119381824,183.9538969759606
1373.316579514958,65.48388273240823,5.888429138625097,202.88838931909248
1485.3655385904533,44.62586014980795,3.6610981143380514,241.5928768292086
1479.76639408695,46.9411270433839,2.0559393054292925,189.605799128082
1777.804638463278,58.11026873744695,7.043646371332911,189.65034501000193
1407.6355476123276,100.80022625445082,4.77035800896912,131.35667047633714
1074.1110033090263,75.79729048737171,2.2161193925139466,197.46860584045058
1496.7239068859512,84.25410465524935,4.880437347967971,216.9622318436632
1789.346305102798,43.565998327309856,3.3842231337429007,132.14645791376756
1671.248727309363,57.65112041658147,5.96697643922918,216.64647272295684
1689.9606267340657,53.79033472093619,2.5807793341094714,259.6363070224615
1502.192271964405,52.89427522596175,3.7074974612587557,54.05845579953005
1415.6027602915094,50.972608548389424,4.041614127532002,207.38392620236976
1820.908318990353,86.80127560510948,2.1555751529606657,121.52181415043619
1290.269396147581,62.719992514891395,1.1034153183059114,112.5018600147736
1173.9880694470141,42.323169826758914,4.44865904956725,162.39253516199508
1263.7111278872878,43.71005199786387,2.061818028511013,145.7413699517931
1179.2375743452383,67.89474072097947,5.102914232455613,147.9596505218439
1499.7819162013272,69.69799225431512,2.294842215895745,156.19673063094905
1858.2327249032219,23.57564732386176,5.091752786792311,117.75127255931594
543.9008811544028,76.6578085434131,4.757455487902247,114.96436602783788
1670.399223537926,102.57517347727594,-0.05454096082581561,158.14193781711933
1064.5003150248813,39.925160827174494,5.40268783037284,170.18245160986808
1767.0110920659827,20.25451049596657,6.200217919760905,203.5412471758845
1416.013728856944,119.91166185565345,3.7108028320961797,40.7066243405923
697.8539079096877,24.65202566053346,4.0646500946511965,296.3754090061121
1705.2386052325812,50.89614481981173,7.9736156063804025,143.26407677869824
1759.2089587551295,36.794885874344054,6.314194067069236,53.030718900470134
1397.084854405724,75.59221052132679,2.429651876693174,242.63232996633764
1671.5291620375078,92.86621283476916,9.356385858345618,220.1466879205525
1354.8951476818297,113.11857804598783,1.1890453644087726,116.41856421140238
1248.0207143103742,24.01782558232476,2.823695413514918,97.48946960399158
1667.4570044160707,33.53636465919802,4.89828601208399,148.812606728758
1536.7516420779195,41.476335662971344,3.792740067672931,114.498762221068
1234.1917889597519,153.1140321639273,7.4775466772284425,179.32461799801524
1180.661595459047,35.823702363010824,3.895718039183163,258.8734355462226
1805.004369453095,74.28815981456228,4.46651029962789,188.63277241620824
1423.202434574316,59.558076829558004,5.938049599296144,181.0820960900588
1110.7527872856153,62.353513253377606,6.165017474022754,95.65309041489037
1403.3176532551402,85.48658242624025,3.6089798811223988,193.92518075542768
1350.7264717678388,116.55007698853731,3.72327435385706,78.1435008541751
845.8763735263035,32.57505329027225,5.755869225572657,169.55235011133476
1552.5243724197446,44.6745632788155,8.068300794149803,151.23472797334279
1885.646134760183,63.75562836774431,8.39893297888959,200.73666161566513
876.1656212704465,59.99143310110975,4.241606402272295,235.9457018542546
756.573005421011,43.571262718115236,2.6267987626921347,219.2364313626859
1297.4867901496443,47.46062420625375,0.9981019760894516,133.1571602368835
1131.5222128703672,59.18077040463812,1.6418903055551084,232.93604937414864
1142.0723073168665,48.42088136715825,4.507890742450856,156.17126072454704
1595.6358369057743,60.75987860143632,8.02857570993897,125.80722076269709
1024.5937793198093,82.10154393574686,8.153040821327753,171.31568189049085
1586.217409135559,39.52771006062381,3.209296468625721,118.87152437550974
1163.0518457924866,91.34304118737619,0.12644970932892452,102.9935947131387
1517.4723430929123,78.46245213758272,4.718501406129509,229.4445951601505
1431.2923816888303,15.405313478613472,-0.7760645115762488,188.65179591258703
1433.0508110064507,47.65347774570152,5.3819385748987125,151.0961816395028
1507.2291353913213,71.73550200881823,4.369777529286536,208.09984236912396
1814.485102872168,57.341816607014,2.297223905141289,135.91220856825637
1702.4719267944547,56.73557951303168,6.489947056266592,163.96230149326234
1617.095981811489,108.25723245161487,-0.29588187251429865,224.99984077777816
896.8489848941281,70.23785906452625,5.568560582772781,184.74857409155305
1222.8782859834068,64.5183830372459,4.064139583514267,159.65047408329738
1315.1722681669255,35.61857788725689,3.264819920274242,130.52465860708068
1898.826666893246,42.51246572872026,2.3091076889850566,265.02869503022805
1061.3463237833207,48.067155717612,5.519243172156466,223.44468594152104
1761.8029427377598,102.27967744830362,5.608304311219689,173.27764651639612
1282.6083017978629,69.73581464679584,6.888942886557283,221.40036711585628
1078.4546516692858,96.66205988601077,6.039368555387269,194.6336717304927
921.1266241122327,77.07966453539673,5.001510881266611,175.6211647296925
1277.4165808747464,53.551801920785266,0.22457607465398333,130.47828689123975
1839.3271477666588,65.85169465445236,6.515541833782109,71.74154532201406
1144.0965293964155,65.72748987485346,4.630817990760684,166.08560693795428
1450.1635712309355,48.784412601911896,7.672666083953823,69.47130139486823
1340.7660857862634,88.4364766988416,7.495431919064247,81.72470537567271
1223.5367798900709,78.06087502361083,0.2918225065328022,211.7309419972026
1841.8967336304124,70.9332243346822,0.924570777494921,169.14355064875045
1331.853663363743,81.69776002620864,5.470365113033057,132.2701124890825
1405.441068784027,1.2141970599927419,7.813972233696507,199.86128375157546
1535.5205760300082,84.42270251872765,4.13458603111701,106.19118489974338
1554.3977038258713,1.293289947024661,1.6379960728225451,209.7873734814789
1344.2345551691424,54.49595349301125,5.711285411726801,226.17196032891044
1499.96896676435,73.44737773023681,1.4342540530882428,251.90872756563877
1923.251155925011,84.87204167798374,6.370732166096815,220.9285392233991
1720.3568883912135,59.97167708156851,2.4064949095601955,211.2898308971469
1808.8051303028844,67.25536164794991,1.8029725373513585,171.9040277295431
1268.98268757194,44.02839930680541,0.9903847934509993,114.02030602221623
1589.3506717273049,52.37960368553324,0.7044683880689142,168.84796031426524
1293.3195685634714,42.26310011099045,1.8294115416181569,205.38857496147932
1590.5628625555976,98.4160752960079,1.6104114530448794,94.6551165722186
1407.4820568412542,72.81607018271218,5.428153733444094,217.38992679268924
1827.4279052210832,75.55846465049233,6.509694321193789,129.8146371834959
1656.7292673658114,123.23227221603673,2.0641657873289287,183.0888637967727
1520.4762637231413,57.616079284791425,3.4761513277014,222.20949933526214
1602.727626436993,89.19509091598107,3.8684659987886327,179.25235255318913
811.1909839135409,36.344341803516635,-2.5719221191454364,189.66403059088944
1657.4295103598383,107.48001534741218,6.819558115652938,94.08735736827106
1864.6918048050343,67.54588403650162,9.30505551209679,117.7501854040793
840.3974090900156,2.7999367983189885,7.041025714071257,109.99781958526836
1359.5959600855447,72.07406764675653,5.630622977391734,186.56759218416883
1551.9036665946232,83.81135293023249,2.8276516596711456,178.14643471445737
1110.225688224933,35.92652781859536,0.3412677516886391,205.37142982913463
1904.4448733981508,76.71389279906158,5.943418872295728,106.38731047257875
1311.522130378328,45.9478064404681,5.098894959188435,124.66304920141042
1425.1927747302216,4.020023762577445,-1.5892201383548166,281.90719805270555
1319.6192025465853,120.87765751681212,4.300164176652255,108.5146480340569
577.5719703533443,53.33232878771001,8.430455967906536,86.5365752178642
1214.7076143589725,76.55075367644183,5.343062802476021,153.46823002758745
1435.4833674988372,44.32164642815869,3.4661162736750217,138.7834402602787
1351.0120024475095,36.80525851212537,6.581711322757387,139.4900508839536
1141.567999571235,51.82321571184907,3.963909864917616,101.43062687945051
1676.7586173809768,78.30032033169711,3.3502875413234294,147.00670401850826
1744.0018906314126,46.40392633191267,1.5849116315041187,245.01792984221083
1496.5222543799243,18.077996070819808,6.453940075761036,106.66780462195197
972.3598219728788,111.26459293134786,3.9302843793264697,158.12826526036397
671.4463457471049,55.8892960389177,3.738988651804461,188.423431567767
1379.4946370539164,55.95594179223657,4.588277326955678,218.4900950244343
955.2825878448893,23.70096085360543,4.655446013641776,215.36682261695393
1286.3399847107569,77.72966339470548,4.875425742795478,106.87583308434787
1462.7002006738,34.39369521805288,4.189741686175039,136.50374296087085
1768.2136846697222,10.45811978786108,5.503211301803089,255.73729116458216
1955.6127405376988,68.35543647515142,7.366544376883379,196.65493729913385
1584.6876919899796,38.938321819197505,3.8091295140209893,224.25255887792912
1902.499321306027,23.06091334787733,2.246542293084713,124.23144780329345
1240.5155082965807,76.0662644395971,4.606332364352707,159.1320889488681
1028.78334413444,79.16740095671335,0.7067994565951983,187.33743452087845
857.6053774677906,63.531018174754585,8.721940028780159,95.80734799770275
1456.6038329262735,55.18879420366672,2.895537826047941,108.60945738956202
1518.9445789470358,80.63180441043298,5.512223614116072,132.8864692897763
1611.1990133414351,63.461590175798825,0.1535992654258811,75.84899265448833
1211.0765598961125,128.54701894777392,1.803457043528903,232.86235459017416
1850.2076117989259,75.51130162094158,6.209147030276118,217.0257695746613
1772.058958856242,92.3563507437477,6.105067768750416,244.64176992911558
1362.249477315998,71.20124815230842,5.652362017894246,121.00059275815858
1620.8259470544479,64.91140301221485,3.1457171191296736,84.02480601329344
922.8270986426472,78.81507907485071,-0.6139826876236132,236.5580988730528
1636.8836850877224,49.0544687289116,2.0395632016402634,212.21124519258126
1521.9908219584106,60.95280586184347,2.3997470475847544,113.65376857889663
1329.2962966684775,59.563597584928544,3.7510648751128812,196.00540109608147
1509.8312857733113,44.186795902442256,8.02087160238109,140.18390155069022
888.2791114075629,67.36178231190355,2.778528429753754,174.80504055152434
1085.0479915782323,64.5087558062229,-0.08439956195320963,137.30739376145735
1312.7842035714625,45.83151139927159,2.928262181715482,183.14373629920317
1340.49834872057,111.2990045464027,0.8781539763606863,194.9053516418253
1565.1447114730006,62.924178947157756,5.743994678362905,203.60691935702886
1321.8212085410685,35.84326299574644,0.03665641525939822,183.8670426735396
739.9228797109779,52.18516616136906,4.9365750057743805,158.69213206063492
1113.3809926885997,97.02875926039715,9.19536414688983,104.3671514028581
994.7113687572751,43.009747833275355,3.561094858012318,123.90150007324567
1284.7045700833328,26.656308065774205,3.1588194649542,234.38961731729233
1498.7793380136986,108.90703436017297,2.2405865713981465,197.0744483714069
901.6704732297273,65.26359057827283,8.281742241013848,167.95228315377202
794.7332042228335,71.13650200586088,3.1785951239402666,187.66081611834642
998.8693091588665,88.64624944238706,1.1160663166064917,203.09530854346812
2042.0600583649607,87.35783151176516,2.4488893587260336,196.25707183060658
1434.745089363763,29.25146761045272,5.487236361454727,94.00247169643681
1344.9313143514348,58.945286351367166,8.36944094380701,125.0096025636719
1440.4358825375512,25.44763902688885,1.4941286718477573,120.43529282151266
755.8365423235273,85.82386479591841,3.9864908799123855,181.21724102034918
1154.1209795980565,31.34519282529488,4.793998069019899,77.78732413218536
1503.5632997353337,86.89124350146953,4.590525610060673,169.38792084185383
1129.4607999986567,41.61532584397426,4.943563618468195,113.81424385057129
1258.6331124136325,64.67614569568099,5.548040483582251,221.48787755841371
1162.344322569543,28.37377624862171,5.034406489180883,173.35203788203634
1780.4335512424614,119.11026635964052,0.3594794063756743,145.322177551641
106.90797725238804,34.92585404579411,0.6854414731157741,121.7666285333218
1067.8933746257148,89.24430698902017,4.420503421327408,189.79045467822903
1078.077939972841,99.03890486028257,9.902645234592825,207.80436659395372
686.9473705740683,87.66460336149768,6.54125274933158,150.2742946050157
1346.4806590267751,48.15937287913337,6.492227970717213,112.93231160244162
1392.5435498744641,38.57772384130513,3.6446265407997984,188.0607843868911
1447.5056020523862,48.42243589026472,0.6458529577798178,287.6919775090124
1108.7604570544909,49.50302227638397,6.403220817277544,159.9469739302842
1143.9403881563471,92.86848638158855,2.7406154337889053,199.54838086614922
1513.9039197394948,66.75012112124485,3.4045684447974915,157.06322674025475
645.2279877316993,66.85844965732451,7.243329796524426,193.29641505120318
1056.9596033341957,66.90847422107225,4.501393931567894,117.44264601112636
1345.873500110575,103.46844619208565,6.329158081626824,66.92245238585674
1209.1227817412773,114.49215557403707,-3.8458143915962797,209.88067851521575
991.3303629471795,64.90003180255343,2.831225058758715,191.9328218325597
1850.7853320310805,43.86371561994655,0.6630334568206306,82.7155300962175
1659.331406375229,107.73157750516697,5.251989086076765,192.15122905833033
1142.704303218668,2.5191262998381845,4.054371441696331,166.1327386072187
1730.585613002884,64.27500931752829,3.9736014563319135,205.95642150357534
1206.7977572857496,66.68877477129953,7.895966910336157,189.28237923918059
1576.050150575413,71.09321158839893,6.18828097811828,327.20949659634687
1261.618712795913,4.322894702489613,9.2719861630018,152.5614344898554
1056.554565486675,118.90672107011468,5.158657031443422,221.85819936488605
1788.6762538662488,53.11405254757193,5.41743928338676,165.50997453210164
1260.1733233391144,53.06741384592044,3.4604108012460957,194.23830711718014
1228.9775929330121,46.283690415642795,0.9244966786877207,198.86175433781386
858.8825811968444,91.37590144194228,9.702416837415416,181.9036338365143
1177.4367750001986,74.13354050169464,3.8523913282322164,186.04948510412348
1389.7217761618501,63.84192667414962,1.169226405454192,175.8249803169312
1392.3180071973636,53.03916189505976,0.6110808057848356,248.46847898588933
1877.0484466519524,80.21528609171678,5.179288224240432,143.23758224087135
1815.3270550525979,24.25539011760737,1.9084264826181334,121.1306374295281
1258.1754161142926,65.43398957449827,6.841617702746552,151.31690457217766
1589.1179929803166,58.764896926656746,6.6081522498513925,150.729134992168
2259.596811694031,47.82903097722391,-0.3507456558650537,150.600810886673
2060.758797325443,51.86677639204414,3.920884448296454,158.48206494482307
1538.4560143672354,102.3708869018719,1.7834348214994762,184.0745846641586
1472.8482316720563,58.90427216042244,4.074966440841744,163.90843102390332
1546.5716176303486,79.02931784147631,7.238367204882804,131.25476284068958
1689.1685685840805,89.03428334644633,5.302889389420239,138.98633842359538
1806.701125625262,64.67927132329902,10.021437144635916,105.59360926205247
1130.8149215272076,50.55929974595493,5.579002921636014,194.28096327411225
1269.6527608253423,75.39914186871486,0.6401321049014195,146.09671668311418
1369.1369266315305,63.79965193997032,3.652248728543894,149.7532218889775
1735.722922926233,86.28450751722625,4.103621135246517,226.20391259131728
1612.27766298716,102.82826321766174,1.7012438941525265,227.74617849759264
1609.874976454456,48.77635627834033,5.4414730784241065,127.73250852206914
1397.2635012498902,75.80866957029069,5.720581536630062,150.1794558362982
2010.5898487776199,82.22274310730421,4.6783298064115595,182.25061753713325
1616.7046663124017,100.90416987791474,2.9320414538010033,272.5334024770909
1220.3303505620117,71.82072185507927,4.397515725124831,218.06405332163797
839.2645688596782,77.00541411474417,-1.805616735484799,191.79427998794156
1405.4717289237403,84.42342564310565,4.6504832931946405,243.39532494607164
1201.9507972142792,54.763919569464036,7.638190900563838,159.56230935454226
935.6841031051421,66.61033377385777,6.724808602061918,69.19172640355299
1365.5263916914398,92.87843801214906,6.989705400526029,98.92267220676437
1730.8214094057855,92.65743412888952,8.228045363448878,106.02662355176915
1526.223038169163,58.53967398428355,2.085635205416963,133.39023066006837
1611.628832036566,20.615278808975972,5.237284634122092,131.7880275238498
995.1633088612739,38.23154830965768,9.036715138265155,59.19785428792018
1782.7901457525847,28.97170468465376,4.649910763331395,114.61626054998445
1180.9398872834206,98.21450722120446,5.305014923780584,201.04592751036785
1452.3032291235918,53.27154617193671,-2.4929222577821557,195.15174410124263
1430.2505082045604,65.19014842966327,5.217886647627569,188.85844516879484
924.6295380059377,73.32761643364978,6.073759938116544,218.8821382811327
1478.2154332842765,59.29672565988125,2.051990469457989,130.49753337166817
1334.4633905045507,82.67160244005399,1.6600862269792858,217.0245024874891
838.429465642298,46.05058170495299,5.9949348725636105,219.01985803275772
806.7867958688431,36.23252007951238,7.802339849796949,231.44727254799562
1360.797566171952,21.579678770248137,8.112891285605388,169.55224619558828
1780.5095177429193,44.2824115564384,8.305197934153272,200.43925588255468
1039.7108854895632,63.605570611617374,4.221294955867993,201.22812226420587
1734.101390461076,10.711754749419804,6.275666958279492,169.9790238931678
1558.8069940907894,37.67787024944396,5.265133526242994,159.7187029322623
1627.9310669265094,60.91695842387433,4.53030145565792,250.44351163185934
1387.5742805472846,55.21250627251092,5.772656067178746,126.40124179695553
1806.806117441292,59.7129776605768,5.084176894866129,187.7796557836292
1460.642025348553,74.08680030752808,2.928774786632075,147.5245450290216
1603.8386425646931,109.6308105016509,8.95270293375535,138.84637600394615
1209.914406032786,52.721550297756956,3.28558319170449,161.76033205534486
1604.3966078189778,100.08783700657241,2.577948574130357,75.0148358938744
1181.6298051684241,45.384921864964866,1.5767351329550046,119.75000824867769
1276.0053962315726,96.9322490401735,7.149970000893623,104.4018571158307
642.918038862187,39.653081390438246,7.49970484323017,209.13665089353069
1186.509051455251,95.419542108007,6.807723828831895,258.13215800735526
1373.6523469040478,112.05220189431449,1.1706081564282784,144.2861559117297
1516.048408699765,0.8677790300874264,3.81051739796408,158.50394840474343
1641.1931084422038,62.64657880849019,5.346262663567043,214.14937078402434
1230.0271199427614,98.02419303127141,3.8852275690866875,179.29063971948364
1795.6264669455622,84.5007524171363,5.575616373160377,126.41263816665277
1092.7134465027011,30.066813458413357,4.569858607635864,96.03861232050572
1628.894280284932,60.36003621763787,-0.27916024248839477,108.50543307744312
1517.811331768231,54.31205464277981,4.786172073837625,153.96965162158838
2026.459057204326,90.05599679558864,4.167960405740087,150.82916028028575
1851.5773233320033,98.88080165945493,2.3845829578696986,77.83509099850231
1702.1165408467875,105.63190887153394,-1.3715444577343252,212.6221979986008
920.3090912816386,88.17892729182884,3.9907303712012996,296.79526741210213
1070.8505669114322,97.51634501838511,6.700557802755125,262.61919494234746
1662.520044273395,62.89174850287358,5.002450221638529,189.5357800922736
1797.1505040791305,39.43001774634086,4.6961562129424825,95.5762514900457
1251.6077335302737,58.37796851766088,2.5504223064900335,227.45747992270708
1522.4578523744428,86.14457462212306,1.1594005607215445,138.3778959071333
1930.9901707894876,37.2039460397895,3.4237489608487617,227.75058192719314
1935.5850568461065,86.91901215512509,2.6085121946351704,161.92726207671558
1736.3582354096102,68.08116799364996,6.1419921305544705,146.86515310834787
1889.919683276904,110.09477706035005,6.498893204874665,119.6086107615015
1155.8542869117775,34.60534847429135,2.6400922298592793,198.20696956985165
1613.3620998076226,98.69644940757647,4.349702681224711,176.0948622930226
883.713144536039,93.28473334785559,2.8390220868702176,155.08373585946788
1079.1577094079098,82.77611314142911,4.108960324273154,157.09808660578065
1354.8793814340727,67.70133341021807,5.7997086338341415,60.155090563285114
986.4093554596902,98.44654299571862,4.984830442957108,87.68965978822584
1722.4521011686143,60.45947518443514,5.192813864918725,191.7365169448172
1148.8089801348065,5.221582686991333,5.748772810534279,257.75826487134543
1737.8191564107813,33.03104260076155,2.7779914490857776,114.44862173231002
1700.639481500903,5.9351252263740975,0.4338230004268837,169.34926588278915
1350.4047052391377,34.19090031359465,4.847916285325793,159.86331100520727
1111.6970405464654,37.57485876907768,2.8240959812431647,159.76602160022688
1366.569080916342,35.45609699269933,7.818776943035468,131.07435083730022
1483.0476529745283,59.781230884161815,-0.34464816741525617,126.27785307900282
1102.227439524736,87.75857444017487,3.111276872259946,43.68848087137468
1423.1228760788579,61.71351885060771,7.289962267071869,255.32401015711378
1500.0773890568855,33.478200674082,3.6855451126749945,102.04673200767564
1905.4587264133436,72.47342148987873,3.8670622068541367,123.47452922209877
1459.055928310207,131.641804706184,3.804018993061502,87.65074359680604
1004.060677162126,56.829411644889674,7.504114826903718,192.663908016644
1529.2007069502881,101.71916377600272,6.972919484309619,197.2273498538426
1296.6908796863281,67.3087127507643,3.9044926816356664,121.06144074513287
1604.4357933115043,73.85866349109497,1.52258996976966,65.27341942831907
1132.1252426390156,112.61903890665022,3.8212522884515483,210.4916832134671
1404.6005890016527,6.0530643474064405,5.477596669665878,236.58012627250787
1269.2717309218758,78.06139853610483,5.930053041892405,171.84966277898604
1656.5805848648004,77.90644468029713,1.7081545363738897,167.7455400058603
981.1267710233578,34.596326980805614,7.301872041571419,148.84351921201102
901.8764007508948,78.12994818398278,2.8660806259952043,202.39534886997828
2111.855197796483,62.420940613677445,6.139128419949206,139.3228366555468
1952.5866110455336,32.782617896329135,1.930015097165271,233.1505410261554
1861.0007920196683,58.033051622752524,3.3413256010710937,200.04907753202752
1405.7381989737926,63.693450614412164,6.2189821491009845,153.493572185518
1422.3305172707164,21.109252920165794,3.6674303730211326,187.60449413918312
1495.8461967467151,41.61715204992926,4.403542249394467,269.6741744201579
1154.8216246783322,28.1141224413699,0.019767691215759164,184.57948942207625
1313.9946243721795,69.65644309318417,5.738017314370327,25.33057607604087
1281.51986247974,85.07782739240305,10.443367918137684,193.7479658794396
824.8924820184726,79.35763923469734,4.187913391841718,132.1377423689592
1133.4374581918469,93.41516364614927,1.0028586965007529,99.40405216615726
943.2647358600384,48.754747613139095,4.891888160820496,188.32182335813368
1980.0245805783966,18.143182459301926,5.457028460187061,176.28336467245765
1062.8287487894227,51.9302594402731,3.6078325536272877,112.33712614260757
1434.9247290560909,49.44769786258332,4.569029195122217,226.17317726195694
1743.0194702113572,93.78955789524022,3.2118139033552873,229.45778238889014
1629.1264027599245,53.19640105231742,2.0466725884132613,168.33623692716884
1874.1684941141918,33.247212668480024,-0.6748152822525579,137.87766485280753
748.4755035462479,1.957104641607863,3.71580116731624,165.8509478521187
1637.0917206043855,27.89493936104283,6.108168503433703,143.278043328466
1457.9192722930427,59.34740246803535,3.3593977973710216,188.38682231981744
1306.204173064165,46.77997153078476,4.857431197523647,164.53735003320838
979.9464227312207,35.57480951393713,3.030736864038426,180.76974174410333
1843.944455391277,104.32723201045516,5.924910405021505,164.49321310287834
1650.5334628960857,87.290219415411,5.350917013558684,97.37444672610008
1437.6915391539505,57.98160977943603,0.055484145273962504,59.99966481901471
1952.3941799890267,49.47063449098933,5.747187949939516,217.79430217963747
1394.5997245982946,97.2469045464388,5.899670410331711,122.91795923024092
982.1143500408748,81.6222616607295,5.168954974959275,171.8463004759144
1601.8468759358184,57.24062710105987,2.0648611536802246,166.31358011189434
1686.3857200159669,126.77512732732099,0.3219646216914094,82.41342562513712
1737.1852176955922,76.96082400082724,7.9315124148455105,242.682131767568
1535.6040972520718,98.73710955964302,5.835826709256693,150.12659405269514
1473.2118292951168,68.13127980631711,4.9851652351948825,169.3499688034197
1221.774133486994,70.5251366870945,4.056500566918783,123.38155033014459
1585.0084548959449,85.6812206529298,0.7118172147262998,163.52380720554774
1253.974646187515,66.64992234047844,0.24545017129579172,221.1791918782348
1890.9535221016677,50.18613747485377,6.251988411136064,140.4011589094972
1334.4684694681685,45.90823562965713,5.296023704651107,189.30216147015966
1584.3204223027692,51.729101899754376,7.173878643819155,180.54825715068753
1051.002780525043,51.03899872347148,0.4320728430912655,163.95136600778523
1106.9192010737013,81.69566644082303,4.201320537595078,189.68557355682367
1752.4421798606586,31.543261936058492,3.2619364357498677,217.2729313462626
2105.5636156284136,72.59943277155037,7.5173195750178445,185.64188797988947
1285.7324424272042,43.44948936964515,1.1734264134808936,145.73219269932187
1486.3805957050681,33.484360608891855,0.0017949903924474597,127.49679352201663
1061.3120592506534,17.00189900621467,-0.5998217585704939,167.94513088546992
989.985309482733,74.6956048129351,5.125513317062832,97.76076613081749
1031.6823485434995,26.36012733298422,9.090040257705194,184.92717070990614
1561.9895674822471,69.02288732920455,4.130145210593243,141.21361340097002
1690.7032751844965,81.50428875875114,2.1646885217651786,153.70263852320622
1376.801882997652,75.13141146279202,7.637617786530706,197.8562754674369
865.3528546254104,68.98303941204848,-0.809592212978874,166.5379657590195
1561.478994158519,78.68606257990845,2.50264846615101,219.2944735721761
2005.48049240896,78.83544092535125,10.440451040163815,206.52630047575062
1772.1801449971094,115.25531156633653,3.6075028401215103,153.1560413773321
1326.7353729261026,53.8074660215715,4.69720047834252,152.80206309800252
1122.2722395256533,51.82774764697828,3.4626031197398985,211.9621042654526
1178.0315274895843,49.13835529332695,5.6355541162180725,168.46394866549525
1335.225532098772,38.4329025909359,2.5573351897212175,160.1464221335475
1482.442254252049,63.00645737566397,-4.1202772584402805,140.2322522852909
1200.031404853059,67.97146423336525,3.699560560565601,201.11363694846227
1234.7932555871457,54.250351548273386,2.8479193034464307,193.49534875568372
2038.6526327450424,25.969735417481253,4.943487469590584,219.1921088270218
1478.7437411082353,39.44877615152106,3.7679411802549856,116.9874179675788
1498.7504375656863,76.43456161341295,4.975555188546268,197.33407196976918
1144.29182246329,43.71920420958732,3.9632533963943493,189.42104343325045
1131.7094198512455,107.1228507277601,8.79598134078411,182.67206611841223
1646.3095054897394,92.40105811919905,4.482710099068957,180.4321924728767
1294.3554642596023,76.54022916251182,5.877384100525262,114.1443277343709
1900.049970028207,51.015943867940095,-1.8226415556073174,87.2658119744441
1600.864788610787,93.6329524327361,4.841076285248692,184.02883822583652
1414.1614217608912,53.486276351478296,3.2734324981362297,96.33726789300744
1019.0263175841674,90.69465536140231,6.818261974558701,173.07809365617038
1425.9039347222135,14.287545179957576,4.317523686246782,154.30778832271616
1368.3968659853813,65.93347116764055,4.15860585585164,236.85063506770103
1169.2922282233728,83.59513213167196,5.381436970340737,164.8537741405628
1498.931819825433,54.621522224180865,4.62750942472612,77.91777343217338
2111.855131105907,63.95780373816966,5.933111941886935,170.56047281705608
1802.4743085642394,58.763248532966294,3.1866536897547517,189.34642704427102
1323.6635290041263,50.781011890447246,5.333226795079108,162.63933762582215
1530.2264893850113,9.500151829142169,8.034521248187598,196.21425447597443
795.5265543403937,77.88557874933521,-0.6968380034686428,175.56899948751436
1314.5461344589507,91.66580667281103,6.547005491745855,161.6342108614777
2170.652120218117,67.49526862888152,-0.9044249409024658,291.2665126429356
1389.8430149155743,98.09658530353119,3.5546944142492474,147.40078043389042
1541.5217976001745,53.21142606455447,12.821173412572303,69.40591290552014
1479.0220445147208,42.46951080741612,5.0226802758014015,175.26294692621508
1658.99092354641,75.78241285549333,2.540506702957922,103.07223667025181
1567.151050638313,34.493183794182826,8.166655493170417,122.80555878571087
1307.3370158536327,67.52159212230806,4.513523954389007,199.49991434092453
1599.9323838072564,52.72093152238021,1.7968095669489341,82.96590324159236
1040.193099750319,58.07843395509914,5.346511850288649,202.25519746681243
1111.8073703041707,66.15746965423533,5.444044415796649,154.99907686337977
1895.6955288639767,22.954266931883225,1.0327530978262849,122.93754853474636
